gene_id	chr	gene_name	length	type
ENSG00000238086.5	chr13	PPP1R26P1	3613	processed_pseudogene
ENSG00000177197.7	chr13	PCNPP5	481	processed_pseudogene
ENSG00000277684.1	chr13	RP11-305D15.8	534	antisense
ENSG00000139679.14	chr13	LPAR6	4348	protein_coding
ENSG00000277233.1	chr13	Metazoa_SRP	286	misc_RNA
ENSG00000136161.11	chr13	RCBTB2	3545	protein_coding
ENSG00000274929.1	chr13	RP11-165D7.5	587	sense_intronic
ENSG00000233456.1	chr13	LINC01077	413	lincRNA
ENSG00000233610.1	chr13	LINC00462	962	lincRNA
ENSG00000152207.6	chr13	CYSLTR2	5372	protein_coding
ENSG00000222391.1	chr13	AL137118.1	68	miRNA
ENSG00000225131.2	chr13	PSME2P2	700	processed_pseudogene
ENSG00000275202.1	chr13	RP11-156K23.3	1101	antisense
ENSG00000102531.15	chr13	FNDC3A	7698	protein_coding
ENSG00000201662.1	chr13	RNU6-60P	103	snRNA
ENSG00000223724.1	chr13	RAD17P2	1977	processed_pseudogene
ENSG00000199788.1	chr13	RNY3P2	102	misc_RNA
ENSG00000235957.1	chr13	COX7CP1	192	processed_pseudogene
ENSG00000231665.1	chr13	OGFOD1P1	1592	processed_pseudogene
ENSG00000102539.5	chr13	MLNR	1239	protein_coding
ENSG00000274351.1	chr13	RP11-203I16.7	1244	unprocessed_pseudogene
ENSG00000102543.13	chr13	CDADC1	3863	protein_coding
ENSG00000102547.17	chr13	CAB39L	5006	protein_coding
ENSG00000136169.15	chr13	SETDB2	6678	protein_coding
ENSG00000236577.1	chr13	SNRPGP14	219	processed_pseudogene
ENSG00000136147.15	chr13	PHF11	4841	protein_coding
ENSG00000136144.10	chr13	RCBTB1	4534	protein_coding
ENSG00000176882.5	chr13	RP11-432M24.4	333	processed_pseudogene
ENSG00000152213.3	chr13	ARL11	3826	protein_coding
ENSG00000123179.12	chr13	EBPL	1500	protein_coding
ENSG00000102753.8	chr13	KPNA3	4474	protein_coding
ENSG00000276436.1	chr13	RP11-195L15.2	422	antisense
ENSG00000222148.1	chr13	RNY4P30	95	misc_RNA
ENSG00000181358.3	chr13	CTAGE10P	2408	processed_pseudogene
ENSG00000200064.1	chr13	RNY4P9	97	misc_RNA
ENSG00000123178.13	chr13	SPRYD7	3340	protein_coding
ENSG00000264526.1	chr13	AL136123.1	81	miRNA
ENSG00000231607.7	chr13	DLEU2	5103	antisense
ENSG00000204977.8	chr13	TRIM13	8080	protein_coding
ENSG00000264864.1	chr13	MIR3613	87	miRNA
ENSG00000198553.7	chr13	KCNRG	1625	protein_coding
ENSG00000277913.1	chr13	DLEU2_1	120	misc_RNA
ENSG00000277066.1	chr13	DLEU2_2	90	misc_RNA
ENSG00000208006.1	chr13	MIR16-1	89	miRNA
ENSG00000275952.2	chr13	MIR15A	95	miRNA
ENSG00000274878.1	chr13	DLEU2_3	73	misc_RNA
ENSG00000273612.1	chr13	DLEU2_4	58	misc_RNA
ENSG00000277752.1	chr13	DLEU2_5	84	misc_RNA
ENSG00000275559.1	chr13	DLEU2_6	136	misc_RNA
ENSG00000176124.10	chr13	DLEU1	11847	protein_coding
ENSG00000276089.1	chr13	DLEU1_1	190	misc_RNA
ENSG00000214359.3	chr13	RPL18P10	538	processed_pseudogene
ENSG00000273541.1	chr13	DLEU1_2	342	misc_RNA
ENSG00000274270.1	chr13	RP11-34F20.7	2648	sense_intronic
ENSG00000232150.3	chr13	ST13P4	1093	processed_pseudogene
ENSG00000223676.1	chr13	RPL34P26	354	processed_pseudogene
ENSG00000221198.2	chr13	AL138696.1	90	miRNA
ENSG00000229323.1	chr13	DLEU1-AS1	731	lincRNA
ENSG00000281190.1	chr13	AC007304.1	126	miRNA
ENSG00000186047.9	chr13	DLEU7	3656	protein_coding
ENSG00000237152.3	chr13	DLEU7-AS1	1806	antisense
ENSG00000200711.1	chr13	RNA5SP28	119	rRNA
ENSG00000233672.5	chr13	RNASEH2B-AS1	4642	antisense
ENSG00000136104.17	chr13	RNASEH2B	8519	protein_coding
ENSG00000123201.13	chr13	GUCY1B2	4060	unitary_pseudogene
ENSG00000222920.1	chr13	RNA5SP29	106	rRNA
ENSG00000226792.5	chr13	LINC00371	3144	lincRNA
ENSG00000214878.2	chr13	RPL5P31	635	processed_pseudogene
ENSG00000274652.1	chr13	RP11-457D13.4	790	lincRNA
ENSG00000271242.1	chr13	SLMO2P2	201	processed_pseudogene
ENSG00000150510.14	chr13	FAM124A	6702	protein_coding
ENSG00000253309.5	chr13	SERPINE3	2608	protein_coding
ENSG00000266072.1	chr13	MIR5693	73	miRNA
ENSG00000102786.13	chr13	INTS6	25509	protein_coding
ENSG00000236778.6	chr13	INTS6-AS1	9866	antisense
ENSG00000224892.5	chr13	RPS4XP16	997	transcribed_processed_pseudogene
ENSG00000274190.1	chr13	AL354820.1	85	miRNA
ENSG00000243900.3	chr13	RN7SL320P	295	misc_RNA
ENSG00000229906.1	chr13	SNRPGP11	232	processed_pseudogene
ENSG00000266611.1	chr13	MIR4703	79	miRNA
ENSG00000252141.1	chr13	RNU6-65P	98	snRNA
ENSG00000139668.8	chr13	WDFY2	16197	protein_coding
ENSG00000206920.1	chr13	RNY1P6	109	misc_RNA
ENSG00000242893.3	chr13	RN7SL413P	297	misc_RNA
ENSG00000224451.2	chr13	ATP5F1P1	569	processed_pseudogene
ENSG00000102796.9	chr13	DHRS12	3525	protein_coding
ENSG00000231856.2	chr13	RP11-327P2.5	2469	antisense
ENSG00000281106.1	chr13	LINC00282	4151	lincRNA
ENSG00000123171.6	chr13	CCDC70	1150	protein_coding
ENSG00000232872.2	chr13	CTAGE3P	2404	processed_pseudogene
ENSG00000279677.1	chr13	RP11-327P2.6	337	TEC
ENSG00000123191.12	chr13	ATP7B	6831	protein_coding
ENSG00000236044.1	chr13	FABP5P2	408	processed_pseudogene
ENSG00000253710.2	chr13	ALG11	7716	protein_coding
ENSG00000253797.2	chr13	UTP14C	5529	protein_coding
ENSG00000197168.10	chr13	NEK5	6958	protein_coding
ENSG00000273523.1	chr13	RP11-248G5.9	3433	antisense
ENSG00000136098.15	chr13	NEK3	4272	protein_coding
ENSG00000217576.7	chr13	RP11-248G5.8	3796	processed_transcript
ENSG00000243406.5	chr13	MRPS31P5	3873	transcribed_unprocessed_pseudogene
ENSG00000272281.5	chr13	TPTE2P2	6223	transcribed_unprocessed_pseudogene
ENSG00000271564.1	chr13	RP13-444H2.1	852	lincRNA
ENSG00000136114.14	chr13	THSD1	3348	protein_coding
ENSG00000199605.1	chr13	RNY4P24	96	misc_RNA
ENSG00000136100.11	chr13	VPS36	5614	protein_coding
ENSG00000278238.1	chr13	RP11-245D16.4	557	lincRNA
ENSG00000136108.13	chr13	CKAP2	4547	protein_coding
ENSG00000235660.1	chr13	LINC00345	285	lincRNA
ENSG00000244471.4	chr13	RP11-78J21.4	834	lincRNA
ENSG00000280296.1	chr13	RP11-78J21.6	3099	TEC
ENSG00000198384.8	chr13	TPTE2P3	1189	unprocessed_pseudogene
ENSG00000273784.3	chr13	RP11-78J21.7	985	processed_transcript
ENSG00000250299.4	chr13	MRPS31P4	1000	transcribed_unprocessed_pseudogene
ENSG00000139675.11	chr13	HNRNPA1L2	3011	protein_coding
ENSG00000273723.1	chr13	RP11-93H24.3	975	lincRNA
ENSG00000165416.13	chr13	SUGT1	15102	protein_coding
ENSG00000136110.11	chr13	LECT1	1628	protein_coding
ENSG00000211579.1	chr13	MIR759	96	miRNA
ENSG00000150276.8	chr13	PPIAP26	522	processed_pseudogene
ENSG00000136099.12	chr13	PCDH8	5150	protein_coding
ENSG00000102837.6	chr13	OLFM4	2897	protein_coding
ENSG00000237092.1	chr13	LINC01065	577	lincRNA
ENSG00000279325.1	chr13	RP11-24H2.3	565	lincRNA
ENSG00000225510.2	chr13	PCDH8P1	2773	transcribed_processed_pseudogene
ENSG00000241613.3	chr13	RN7SL618P	296	misc_RNA
ENSG00000273919.1	chr13	RP11-384G23.1	1857	lincRNA
ENSG00000220990.1	chr13	AL450423.1	112	miRNA
ENSG00000274316.1	chr13	RP11-384G23.2	995	unprocessed_pseudogene
ENSG00000261517.1	chr13	LINC00558	3163	lincRNA
ENSG00000234787.6	chr13	LINC00458	2444	lincRNA
ENSG00000271652.1	chr13	RP11-168P6.2	376	processed_pseudogene
ENSG00000136149.6	chr13	RPL13AP25	612	processed_pseudogene
ENSG00000266699.1	chr13	AL512655.1	91	miRNA
ENSG00000277047.3	chr13	RP11-108H9.1	918	lincRNA
ENSG00000278630.1	chr13	RP11-78L16.1	659	lincRNA
ENSG00000275071.1	chr13	uc_338	160	misc_RNA
ENSG00000264387.1	chr13	MIR5007	95	miRNA
ENSG00000274090.1	chr13	RP11-415G4.1	809	lincRNA
ENSG00000228611.2	chr13	HNF4GP1	1249	processed_pseudogene
ENSG00000228319.1	chr13	SPATA2P1	2055	processed_pseudogene
ENSG00000201665.1	chr13	RN7SKP6	319	misc_RNA
ENSG00000229665.7	chr13	PRR20C	2061	protein_coding
ENSG00000204919.1	chr13	PRR20A	1847	protein_coding
ENSG00000204918.3	chr13	PRR20B	1847	protein_coding
ENSG00000227151.4	chr13	PRR20D	1847	protein_coding
ENSG00000234278.3	chr13	PRR20E	1847	protein_coding
ENSG00000271140.1	chr13	PRR20FP	180	unprocessed_pseudogene
ENSG00000230009.1	chr13	MTCO2P3	421	processed_pseudogene
ENSG00000234421.2	chr13	SLC25A5P4	869	processed_pseudogene
ENSG00000225352.1	chr13	RPL31P53	348	processed_pseudogene
ENSG00000118946.10	chr13	PCDH17	8326	protein_coding
ENSG00000278722.1	chr13	RP11-95F22.1	654	antisense
ENSG00000202422.1	chr13	RNA5SP30	115	rRNA
ENSG00000277448.1	chr13	RP11-538C21.2	2753	lincRNA
ENSG00000232954.2	chr13	LINC00374	800	lincRNA
ENSG00000276208.1	chr13	RP11-168J5.2	262	unprocessed_pseudogene
ENSG00000222733.1	chr13	RNY4P29	97	misc_RNA
ENSG00000214335.3	chr13	CTAGE16P	2412	processed_pseudogene
ENSG00000223717.1	chr13	DNAJA1P1	1187	processed_pseudogene
ENSG00000278150.1	chr13	AL359262.1	100	miRNA
ENSG00000214281.3	chr13	HMGN2P39	273	processed_pseudogene
ENSG00000232647.1	chr13	POLR3KP1	342	processed_pseudogene
ENSG00000271190.1	chr13	RPP40P2	712	processed_pseudogene
ENSG00000239003.1	chr13	RNU7-88P	63	snRNA
ENSG00000139734.16	chr13	DIAPH3	7259	protein_coding
ENSG00000227528.4	chr13	DIAPH3-AS1	536	antisense
ENSG00000265745.2	chr13	RN7SL375P	298	misc_RNA
ENSG00000223815.1	chr13	DIAPH3-AS2	367	antisense
ENSG00000202151.1	chr13	RNY4P28	93	misc_RNA
ENSG00000227336.1	chr13	LINC00434	419	lincRNA
ENSG00000238213.1	chr13	TARDBPP2	1231	processed_pseudogene
ENSG00000277549.1	chr13	RP11-359P14.3	176	unprocessed_pseudogene
ENSG00000083544.12	chr13	TDRD3	6814	protein_coding
ENSG00000212054.2	chr13	AL354764.1	82	miRNA
ENSG00000223076.1	chr13	RNA5SP31	127	rRNA
ENSG00000236608.1	chr13	EIF4A1P6	1210	processed_pseudogene
ENSG00000225249.4	chr13	LINC00378	481	lincRNA
ENSG00000279657.1	chr13	RP11-521H3.3	3425	TEC
ENSG00000206854.1	chr13	RNY3P5	102	misc_RNA
ENSG00000281390.1	chr13	Y_RNA	86	misc_RNA
ENSG00000227510.3	chr13	LINC01442	2107	lincRNA
ENSG00000266663.1	chr13	MIR3169	83	miRNA
ENSG00000280165.1	chr13	PCDH20	4778	protein_coding
ENSG00000197991.11	chr13	PCDH20	6347	protein_coding
ENSG00000279797.1	chr13	RP11-432J3.4	752	lincRNA
ENSG00000212007.3	chr13	AL596329.1	93	miRNA
ENSG00000234033.1	chr13	RAC1P8	527	processed_pseudogene
ENSG00000281714.1	chr13	AL353765.2	142	miRNA
ENSG00000270856.1	chr13	RP11-429G17.2	183	processed_pseudogene
ENSG00000274645.1	chr13	AL353765.1	91	miRNA
ENSG00000229578.2	chr13	LINC00358	1276	lincRNA
ENSG00000230142.2	chr13	LINC01075	370	lincRNA
ENSG00000227611.1	chr13	LINC01074	555	lincRNA
ENSG00000229307.1	chr13	LINC00459	376	lincRNA
ENSG00000232105.1	chr13	RPL32P28	397	processed_pseudogene
ENSG00000276586.1	chr13	RP11-490P13.2	272	unprocessed_pseudogene
ENSG00000271465.1	chr13	SQSTM1P1	859	processed_pseudogene
ENSG00000228669.1	chr13	LINC00448	748	lincRNA
ENSG00000276056.1	chr13	AL442643.1	86	miRNA
ENSG00000273550.1	chr13	RP11-527N12.2	635	lincRNA
ENSG00000227564.2	chr13	LINC00376	693	lincRNA
ENSG00000231061.1	chr13	LINC00395	669	antisense
ENSG00000274052.1	chr13	OR7E156P	464	unprocessed_pseudogene
ENSG00000237378.2	chr13	RP11-473M10.3	2034	lincRNA
ENSG00000202478.1	chr13	RNU6-81P	104	snRNA
ENSG00000213232.2	chr13	PPP1R2P10	595	processed_pseudogene
ENSG00000219926.9	chr13	RP11-394A14.2	3555	lincRNA
ENSG00000278380.1	chr13	OR7E104P	463	unprocessed_pseudogene
ENSG00000272299.1	chr13	RP11-394A14.4	737	lincRNA
ENSG00000237849.1	chr13	NFYAP1	972	processed_pseudogene
ENSG00000227674.1	chr13	LINC00355	1878	lincRNA
ENSG00000277097.1	chr13	AL356253.1	65	miRNA
ENSG00000214269.3	chr13	LGMNP1	1300	processed_pseudogene
ENSG00000214266.2	chr13	STARP1	869	processed_pseudogene
ENSG00000236565.3	chr13	HNRNPA3P5	833	processed_pseudogene
ENSG00000221685.1	chr13	AL354775.1	94	miRNA
ENSG00000234767.1	chr13	LINC01052	496	lincRNA
ENSG00000263581.1	chr13	MIR548X2	100	miRNA
ENSG00000263561.1	chr13	MIR4704	75	miRNA
ENSG00000235737.1	chr13	TRIM60P19	1462	processed_pseudogene
ENSG00000184226.13	chr13	PCDH9	30944	protein_coding
ENSG00000234527.1	chr13	PCDH9-AS1	532	antisense
ENSG00000238500.1	chr13	RNU7-87P	62	snRNA
ENSG00000228842.3	chr13	PCDH9-AS2	675	antisense
ENSG00000225263.1	chr13	PCDH9-AS3	479	antisense
ENSG00000233840.1	chr13	PCDH9-AS4	436	antisense
ENSG00000214263.2	chr13	RPSAP53	862	processed_pseudogene
ENSG00000230040.1	chr13	LINC00364	611	lincRNA
ENSG00000271287.1	chr13	BCRP9	388	processed_pseudogene
ENSG00000227969.1	chr13	NPM1P22	952	processed_pseudogene
ENSG00000231667.2	chr13	OR7E111P	1014	unprocessed_pseudogene
ENSG00000226537.2	chr13	OR7E33P	966	unprocessed_pseudogene
ENSG00000234765.1	chr13	ELL2P3	1602	processed_pseudogene
ENSG00000229910.1	chr13	HNRNPA1P18	927	processed_pseudogene
ENSG00000236433.1	chr13	RPL37P21	276	processed_pseudogene
ENSG00000230405.1	chr13	RPS3AP52	297	processed_pseudogene
ENSG00000229824.1	chr13	RPL12P34	479	processed_pseudogene
ENSG00000243671.3	chr13	RN7SL761P	278	misc_RNA
ENSG00000281778.1	chr13	LINC00550	3614	lincRNA
ENSG00000280580.1	chr13	RP11-411G9.2	461	lincRNA
ENSG00000232380.1	chr13	ZDHHC20P4	1007	processed_pseudogene
ENSG00000225501.1	chr13	SNRPFP3	225	processed_pseudogene
ENSG00000237534.1	chr13	LINC00383	817	lincRNA
ENSG00000235221.1	chr13	LINC00401	821	lincRNA
ENSG00000224640.1	chr13	SRSF1P1	520	processed_pseudogene
ENSG00000150361.10	chr13	KLHL1	4149	protein_coding
ENSG00000207495.1	chr13	RNY3P10	102	misc_RNA
ENSG00000232314.1	chr13	PSMC1P13	985	processed_pseudogene
ENSG00000230223.5	chr13	ATXN8OS	1954	antisense
ENSG00000202433.1	chr13	RNU6-54P	107	snRNA
ENSG00000276841.1	chr13	RP11-475F14.1	171	unprocessed_pseudogene
ENSG00000275653.1	chr13	AL391123.1	91	miRNA
ENSG00000226554.1	chr13	MTCL1P1	792	processed_pseudogene
ENSG00000226846.1	chr13	LINC00348	948	lincRNA
ENSG00000225801.1	chr13	RABEPKP1	1026	processed_pseudogene
ENSG00000276644.3	chr13	DACH1	5389	protein_coding
ENSG00000236534.1	chr13	H3F3BP1	403	processed_pseudogene
ENSG00000237816.1	chr13	RPL21P109	475	processed_pseudogene
ENSG00000233460.1	chr13	RPL35AP31	337	processed_pseudogene
ENSG00000232881.2	chr13	RPS10P21	475	processed_pseudogene
ENSG00000200037.1	chr13	RNA5SP32	119	rRNA
ENSG00000212377.1	chr13	SNORD37	66	snoRNA
ENSG00000227952.2	chr13	RPL18AP17	198	processed_pseudogene
ENSG00000251715.1	chr13	SNORA68	83	snoRNA
ENSG00000278113.1	chr13	uc_338	168	misc_RNA
ENSG00000199282.1	chr13	SNORA9	131	snoRNA
ENSG00000226617.1	chr13	RPL21P110	446	processed_pseudogene
ENSG00000206922.1	chr13	RNU6-80P	107	snRNA
ENSG00000204899.5	chr13	MZT1	2299	protein_coding
ENSG00000136122.14	chr13	BORA	3189	protein_coding
ENSG00000083520.13	chr13	DIS3	10835	protein_coding
ENSG00000083535.14	chr13	PIBF1	4253	protein_coding
ENSG00000220981.1	chr13	AL391384.1	82	miRNA
ENSG00000199381.1	chr13	RNU6-79P	107	snRNA
ENSG00000232041.1	chr13	PSMD10P3	448	processed_pseudogene
ENSG00000102554.12	chr13	KLF5	3893	protein_coding
ENSG00000236972.2	chr13	FABP5P1	411	processed_pseudogene
ENSG00000200267.1	chr13	RNU6-66P	104	snRNA
ENSG00000265959.1	chr13	AL354720.1	99	miRNA
ENSG00000201253.1	chr13	RNU4-10P	140	snRNA
ENSG00000206697.1	chr13	RNY1P8	114	misc_RNA
ENSG00000279754.1	chr13	RP11-309J13.1	175	TEC
ENSG00000229708.1	chr13	MARK2P12	585	processed_pseudogene
ENSG00000224853.1	chr13	LINC00393	649	lincRNA
ENSG00000228295.1	chr13	LINC00392	557	lincRNA
ENSG00000118922.15	chr13	KLF12	11090	protein_coding
ENSG00000280348.1	chr13	RP11-552M6.1	2130	TEC
ENSG00000279463.1	chr13	RP11-157H4.1	448	sense_intronic
ENSG00000235532.1	chr13	LINC00402	3340	lincRNA
ENSG00000206617.1	chr13	RNY1P5	115	misc_RNA
ENSG00000232701.1	chr13	RPL21P108	481	processed_pseudogene
ENSG00000177596.1	chr13	RP11-512C24.3	2328	lincRNA
ENSG00000226240.1	chr13	LINC00381	727	lincRNA
ENSG00000281167.1	chr13	RP11-285E18.2	880	lincRNA
ENSG00000236678.6	chr13	LINC00347	3957	lincRNA
ENSG00000225944.1	chr13	RIOK3P1	1528	processed_pseudogene
ENSG00000206812.1	chr13	RNU6-38P	107	snRNA
ENSG00000226665.1	chr13	SSR1P2	787	processed_pseudogene
ENSG00000214249.3	chr13	CTAGE11P	2353	processed_pseudogene
ENSG00000223880.1	chr13	LINC01078	387	lincRNA
ENSG00000136111.11	chr13	TBC1D4	6658	protein_coding
ENSG00000225203.2	chr13	RP11-182M20.2	425	antisense
ENSG00000188243.11	chr13	COMMD6	2897	protein_coding
ENSG00000118939.16	chr13	UCHL3	1905	protein_coding
ENSG00000261553.4	chr13	RP11-29G8.3	4178	processed_transcript
ENSG00000261105.4	chr13	LMO7-AS1	593	antisense
ENSG00000136153.18	chr13	LMO7	14367	protein_coding
ENSG00000228444.2	chr13	RP11-173B14.4	865	sense_intronic
ENSG00000230902.1	chr13	FAM204CP	642	processed_pseudogene
ENSG00000178734.5	chr13	LMO7DN	1167	protein_coding
ENSG00000223458.2	chr13	LMO7DN-IT1	321	sense_intronic
ENSG00000261206.1	chr13	LINC00561	2738	lincRNA
ENSG00000224933.2	chr13	LINC01034	277	lincRNA
ENSG00000243274.3	chr13	RN7SL571P	295	misc_RNA
ENSG00000178695.5	chr13	KCTD12	6225	protein_coding
ENSG00000264908.1	chr13	AC000403.1	80	miRNA
ENSG00000278727.1	chr13	AC000403.4	3585	lincRNA
ENSG00000118903.6	chr13	BTF3P11	477	processed_pseudogene
ENSG00000102794.8	chr13	IRG1	2177	protein_coding
ENSG00000233873.1	chr13	RPL7P44	742	processed_pseudogene
ENSG00000228002.2	chr13	DHX9P1	3076	processed_pseudogene
ENSG00000102805.12	chr13	CLN5	4226	protein_coding
ENSG00000005812.9	chr13	FBXL3	7082	protein_coding
ENSG00000274898.1	chr13	AC001226.7	539	lincRNA
ENSG00000005810.16	chr13	MYCBP2	15945	protein_coding
ENSG00000236051.5	chr13	MYCBP2-AS1	3382	antisense
ENSG00000229521.2	chr13	MYCBP2-AS2	428	sense_intronic
ENSG00000136155.15	chr13	SCEL	4205	protein_coding
ENSG00000224347.5	chr13	SCEL-AS1	570	antisense
ENSG00000206800.1	chr13	RNY3P7	101	misc_RNA
ENSG00000227922.1	chr13	SPTLC1P5	252	processed_pseudogene
ENSG00000139737.20	chr13	SLAIN1	4133	protein_coding
ENSG00000266325.1	chr13	MIR3665	105	miRNA
ENSG00000225579.1	chr13	EDNRB-AS1	601	lincRNA
ENSG00000136160.13	chr13	EDNRB	5014	protein_coding
ENSG00000234377.6	chr13	RNF219-AS1	8790	antisense
ENSG00000233379.1	chr13	RP11-318G21.4	902	lincRNA
ENSG00000243035.3	chr13	RN7SL810P	276	misc_RNA
ENSG00000236133.1	chr13	LINC01069	546	lincRNA
ENSG00000229249.5	chr13	LINC00446	670	lincRNA
ENSG00000235625.1	chr13	RP11-203P2.2	342	lincRNA
ENSG00000271386.1	chr13	SRGNP1	451	processed_pseudogene
ENSG00000200686.1	chr13	RNY3P3	102	misc_RNA
ENSG00000229865.1	chr13	RPL31P54	370	processed_pseudogene
ENSG00000224686.1	chr13	TCEB1P23	332	processed_pseudogene
ENSG00000271776.1	chr13	RP11-52L5.6	3491	antisense
ENSG00000152192.7	chr13	POU4F1	4547	protein_coding
ENSG00000152193.7	chr13	RNF219	3529	protein_coding
ENSG00000263868.1	chr13	AL139319.1	93	miRNA
ENSG00000237109.1	chr13	RPL21P111	477	processed_pseudogene
ENSG00000225427.1	chr13	LINC00331	376	lincRNA
ENSG00000215357.2	chr13	HSPD1P8	1658	processed_pseudogene
ENSG00000230584.1	chr13	CCT5P2	1624	processed_pseudogene
ENSG00000236277.1	chr13	NIPA2P5	464	processed_pseudogene
ENSG00000226670.1	chr13	BCAS2P3	767	processed_pseudogene
ENSG00000139746.14	chr13	RBM26	10122	protein_coding
ENSG00000252496.1	chr13	RNA5SP33	98	rRNA
ENSG00000227354.5	chr13	RBM26-AS1	3747	antisense
ENSG00000232132.1	chr13	NDFIP2-AS1	431	antisense
ENSG00000102471.12	chr13	NDFIP2	4831	protein_coding
ENSG00000227676.3	chr13	LINC01068	724	lincRNA
ENSG00000229011.1	chr13	LINC01038	428	lincRNA
ENSG00000229175.1	chr13	LINC00382	890	lincRNA
ENSG00000281721.1	chr13	LINC01080	2242	lincRNA
ENSG00000136158.9	chr13	SPRY2	3038	protein_coding
ENSG00000202398.1	chr13	RNU6-61P	109	snRNA
ENSG00000227862.1	chr13	HNRNPA1P31	970	processed_pseudogene
ENSG00000226683.2	chr13	PWWP2AP1	2273	processed_pseudogene
ENSG00000231222.1	chr13	ARF4P4	520	processed_pseudogene
ENSG00000229246.1	chr13	LINC00377	657	lincRNA
ENSG00000270415.1	chr13	DPPA3P3	430	processed_pseudogene
ENSG00000238980.2	chr13	AL354806.1	94	miRNA
ENSG00000260094.1	chr13	LINC00564	1119	lincRNA
ENSG00000229309.2	chr13	RP11-452B18.2	382	lincRNA
ENSG00000222486.1	chr13	RNU6-77P	91	snRNA
ENSG00000237148.1	chr13	HIGD1AP2	280	processed_pseudogene
ENSG00000214182.5	chr13	PTMAP5	1162	transcribed_processed_pseudogene
ENSG00000237099.1	chr13	GYG1P2	1006	processed_pseudogene
ENSG00000270400.1	chr13	RP11-464I4.1	364	processed_pseudogene
ENSG00000222791.1	chr13	RNU6-67P	97	snRNA
ENSG00000178235.7	chr13	SLITRK1	5189	protein_coding
ENSG00000215037.2	chr13	VENTXP2	481	processed_pseudogene
ENSG00000224188.1	chr13	UBE2D3P4	436	processed_pseudogene
ENSG00000228597.1	chr13	MTND4P1	1466	processed_pseudogene
ENSG00000232447.1	chr13	MTND5P3	1800	processed_pseudogene
ENSG00000233349.1	chr13	LINC00333	613	lincRNA
ENSG00000226370.1	chr13	LINC00375	601	lincRNA
ENSG00000226317.2	chr13	LINC00351	911	lincRNA
ENSG00000207012.1	chr13	RNU6-72P	106	snRNA
ENSG00000184564.8	chr13	SLITRK6	4318	protein_coding
ENSG00000278580.1	chr13	RP11-272M24.2	407	unprocessed_pseudogene
ENSG00000228241.1	chr13	MOB1AP1	535	processed_pseudogene
ENSG00000232252.1	chr13	RP11-30L8.1	194	lincRNA
ENSG00000277914.1	chr13	DDX6P2	1455	processed_pseudogene
ENSG00000231879.1	chr13	TXNL1P1	554	processed_pseudogene
ENSG00000233528.4	chr13	LINC00430	776	lincRNA
ENSG00000228074.1	chr13	UBBP5	266	processed_pseudogene
ENSG00000228473.1	chr13	LIN28AP2	458	processed_pseudogene
ENSG00000232636.2	chr13	RP11-342C20.2	666	lincRNA
ENSG00000228824.5	chr13	MIR4500HG	3273	lincRNA
ENSG00000272515.1	chr13	RP11-29P20.1	1328	lincRNA
ENSG00000266052.1	chr13	MIR4500	76	miRNA
ENSG00000165300.7	chr13	SLITRK5	21103	protein_coding
ENSG00000277640.1	chr13	RP11-471M2.4	130	processed_pseudogene
ENSG00000223404.3	chr13	LINC00397	634	lincRNA
ENSG00000272046.1	chr13	RP11-471M2.3	3599	lincRNA
ENSG00000232204.1	chr13	TET1P1	2301	processed_pseudogene
ENSG00000231019.1	chr13	RP11-545P6.2	561	lincRNA
ENSG00000223059.1	chr13	AL354896.1	62	miRNA
ENSG00000225289.1	chr13	RPL29P29	423	processed_pseudogene
ENSG00000229443.1	chr13	LINC00433	1055	lincRNA
ENSG00000261666.1	chr13	LINC00560	1599	lincRNA
ENSG00000233211.2	chr13	GRPEL2P1	339	processed_pseudogene
ENSG00000232225.5	chr13	LINC01047	946	lincRNA
ENSG00000227247.1	chr13	TRIM60P13	1283	processed_pseudogene
ENSG00000234660.1	chr13	LINC00440	734	lincRNA
ENSG00000225530.1	chr13	SP3P	2065	processed_pseudogene
ENSG00000226037.1	chr13	LINC01040	666	lincRNA
ENSG00000236176.2	chr13	LINC00353	685	lincRNA
ENSG00000271395.1	chr13	RP11-75N6.3	330	lincRNA
ENSG00000275813.1	chr13	AL355821.1	86	miRNA
ENSG00000234227.1	chr13	RPL7L1P1	785	processed_pseudogene
ENSG00000200733.1	chr13	SNORD38	68	snoRNA
ENSG00000215418.2	chr13	PEX12P1	1048	processed_pseudogene
ENSG00000261446.2	chr13	LINC00559	3867	lincRNA
ENSG00000252696.1	chr13	RNA5SP34	130	rRNA
ENSG00000235879.1	chr13	FAR1P1	934	processed_pseudogene
ENSG00000224419.1	chr13	KRT18P27	1299	processed_pseudogene
ENSG00000207858.1	chr13	MIR622	96	miRNA
ENSG00000234384.1	chr13	LINC01049	742	lincRNA
ENSG00000251753.1	chr13	RNU6-75P	104	snRNA
ENSG00000231674.1	chr13	LINC00410	2018	lincRNA
ENSG00000227983.1	chr13	BRK1P2	223	processed_pseudogene
ENSG00000234625.1	chr13	LINC00380	353	lincRNA
ENSG00000229557.1	chr13	LINC00379	545	lincRNA
ENSG00000214178.3	chr13	PPIAP23	497	processed_pseudogene
ENSG00000215417.9	chr13	MIR17HG	3492	processed_transcript
ENSG00000275042.1	chr13	MIR17	84	miRNA
ENSG00000274160.1	chr13	AL162375.1	92	miRNA
ENSG00000277328.1	chr13	MIR19A	82	miRNA
